Date,Close,High,Low,Open,Volume
2017-01-26,917.586,919.326,902.224,902.395,131958000
2017-01-27,919.75,923.223,915.846,918.359,125594000
2017-01-28,921.59,923.911,919.811,919.811,68979600
2017-01-29,919.496,923.418,919.148,922.067,60851700
2017-01-30,920.382,923.048,919.474,920.151,78227296
2017-01-31,970.403,972.019,920.959,920.959,164582000
2017-02-01,989.023,989.114,970.742,970.941,150110000
2017-02-02,1011.8,1013.52,983.221,990.001,145820992
2017-02-03,1029.91,1033.87,1008.79,1011.46,201278000
2017-02-04,1042.9,1045.9,1015.16,1031.33,155064000
2017-02-05,1027.34,1043.63,1022.37,1043.52,114208000
2017-02-06,1038.15,1044.64,1028.16,1028.4,111762000
2017-02-07,1061.35,1061.93,1040.14,1040.14,146007008
2017-02-08,1063.07,1078.97,1037.49,1062.32,201855008
2017-02-09,994.383,1088.99,953.344,1064.7,407220000
2017-02-10,988.674,998.905,946.691,995.632,190452000
2017-02-11,1004.45,1009.29,982.83,988.898,102261000
2017-02-12,999.181,1004.76,996.921,1003.52,67530000
2017-02-13,990.642,1002.1,976.002,998.885,100607000
2017-02-14,1004.55,1011.51,986.471,991.735,137946000
2017-02-15,1007.48,1008.84,1001.58,1006.21,89759400
2017-02-16,1027.44,1033.37,1007.65,1007.65,122277000
2017-02-17,1046.21,1053.17,1025.64,1026.12,136474000
2017-02-18,1054.42,1061.1,1046.96,1049.21,99073504
2017-02-19,1047.87,1056.81,1043.46,1054.76,77423296
2017-02-20,1079.98,1080.49,1041.69,1048.69,109478000
2017-02-21,1115.3,1117.25,1076.93,1079.28,186868992
2017-02-22,1117.44,1125.39,1100.55,1114.8,136100000
2017-02-23,1166.72,1176.62,1116.96,1117.27,189454000
2017-02-24,1173.68,1200.39,1131.96,1172.71,330759008
2017-02-25,1143.84,1174.85,1124.59,1170.41,139960992
2017-02-26,1165.2,1167.47,1130.2,1144.27,116486000
2017-02-27,1179.97,1181.98,1163.38,1163.78,131570000
2017-02-28,1179.97,1193.25,1171.82,1180.72,184956000
2017-03-01,1222.5,1222.5,1179.69,1180.04,229056992
2017-03-02,1251.01,1262.13,1215.62,1224.68,368275008
2017-03-03,1274.99,1280.31,1250.71,1250.71,315739008
2017-03-04,1255.15,1279.4,1230.51,1277.43,183270000
2017-03-05,1267.12,1267.29,1238.06,1254.29,134127000
2017-03-06,1272.83,1276,1264.6,1267.47,153656992
2017-03-07,1223.54,1275.55,1204.8,1273.21,291256000
2017-03-08,1150,1232.16,1148.08,1223.23,332603008
2017-03-09,1188.49,1197.46,1141.23,1150.35,212283008
2017-03-10,1116.72,1270.47,1077.25,1189.36,563795968
2017-03-11,1175.83,1193.83,1116.32,1116.32,283320000
2017-03-12,1221.38,1226.98,1175.36,1176.62,227176000
2017-03-13,1231.92,1237.37,1217.03,1221.78,380276992
2017-03-14,1240,1244.81,1220.72,1232.16,245306000
2017-03-15,1249.61,1251.61,1239.75,1240.16,297804992
2017-03-16,1187.81,1257.98,1152.44,1251.33,638568000
2017-03-17,1100.23,1180.16,1099.57,1180.16,706598976
2017-03-18,973.818,1114.07,957.655,1099.69,621302016
2017-03-19,1036.74,1069.91,976.73,976.73,406648000
2017-03-20,1054.23,1063.03,1036.68,1037.24,286529984
2017-03-21,1120.54,1122.43,1055.36,1055.36,337391008
2017-03-22,1049.14,1120.65,1014.21,1120.65,380840992
2017-03-23,1038.59,1058.01,1028.93,1050.05,248540000
2017-03-24,937.52,1040.47,934.358,1038.45,491038016
2017-03-25,972.779,975.761,903.713,936.54,435803008
2017-03-26,966.725,1007.96,954.186,974.015,303668000
2017-03-27,1045.77,1046.4,971.984,972.055,372535008
2017-03-28,1047.15,1064.65,1027.73,1044.58,326332000
2017-03-29,1039.97,1055.13,1015.88,1046.08,298457984
2017-03-30,1026.43,1049.29,1020.04,1042.21,352968992
2017-03-31,1071.79,1074.92,1026.64,1026.64,447287008
2017-04-01,1080.5,1091.72,1061.09,1071.71,289633984
2017-04-02,1102.17,1107.59,1075.45,1080.61,514187008
2017-04-03,1143.81,1151.74,1102.95,1102.95,580444032
2017-04-04,1133.25,1156.44,1120.52,1145.52,436310016
2017-04-05,1124.78,1135.09,1113.63,1134.14,414784000
2017-04-06,1182.68,1188.37,1125.81,1125.81,511222016
2017-04-07,1176.9,1186.58,1163.39,1178.94,317022016
2017-04-08,1175.95,1184.98,1162.58,1172.65,209312000
2017-04-09,1187.87,1197.21,1171.86,1176.57,242343008
2017-04-10,1187.13,1190.34,1179.04,1187.3,215883008
2017-04-11,1205.01,1208.07,1187.46,1187.46,216182000
2017-04-12,1200.37,1207.14,1196.76,1204.81,288702016
2017-04-13,1169.28,1205.89,1156.44,1201.02,351968992
2017-04-14,1167.54,1190.8,1159.79,1170.33,254827008
2017-04-15,1172.52,1188,1164.96,1167.3,203559008
2017-04-16,1182.94,1187.22,1172.61,1172.61,183231008
2017-04-17,1193.91,1194.9,1172.65,1183.25,253206000
2017-04-18,1211.67,1217.57,1193.77,1193.77,270524000
2017-04-19,1210.29,1215.51,1205.08,1212.13,288060992
2017-04-20,1229.08,1240.79,1208.41,1211.08,315108000
2017-04-21,1222.05,1235.94,1215.56,1229.42,272167008
2017-04-22,1231.71,1235.56,1208.47,1222.71,249320000
2017-04-23,1207.21,1232.2,1203.94,1231.92,258951008
2017-04-24,1250.15,1250.94,1209.63,1209.63,235806000
2017-04-25,1265.49,1267.58,1249.97,1250.45,242556000
2017-04-26,1281.08,1294.83,1265.93,1265.99,329631008
2017-04-27,1317.73,1319.7,1281.3,1281.88,449196992
2017-04-28,1316.48,1331.28,1292.37,1317.74,527488992
2017-04-29,1321.79,1327.2,1315.21,1317.84,422705984
2017-04-30,1347.89,1347.91,1314.92,1321.87,413115008
2017-05-01,1421.6,1434.32,1348.3,1348.3,713624000
2017-05-02,1452.82,1473.9,1415.69,1421.03,477337984
2017-05-03,1490.09,1492.77,1447.49,1453.78,583795968
2017-05-04,1537.67,1608.91,1490.72,1490.72,933548992
2017-05-05,1555.45,1618.03,1530.31,1540.87,946035968
2017-05-06,1578.8,1578.8,1542.5,1556.81,582529984
2017-05-07,1596.71,1596.72,1559.76,1579.47,1080029952
2017-05-08,1723.35,1723.35,1596.92,1596.92,1340320000
2017-05-09,1755.36,1833.49,1716.3,1723.89,1167920000
2017-05-10,1787.13,1788.44,1719.1,1756.52,915723008
2017-05-11,1848.57,1873.93,1755.35,1780.37,799489984
2017-05-12,1724.24,1856.15,1694.01,1845.76,740984000
2017-05-13,1804.91,1812.99,1651.08,1723.12,579635008
2017-05-14,1808.91,1831.42,1776.62,1800.86,437196000
2017-05-15,1738.43,1812.8,1708.54,1808.44,731529024
2017-05-16,1734.45,1785.94,1686.54,1741.7,959044992
2017-05-17,1839.09,1864.05,1661.91,1726.73,1064729984
2017-05-18,1888.65,1904.48,1807.12,1818.7,894321024
2017-05-19,1987.71,2004.52,1890.25,1897.37,1157289984
2017-05-20,2084.73,2084.73,1974.92,1984.24,961336000
2017-05-21,2041.2,2119.08,2037.5,2067.03,1147859968
2017-05-22,2173.4,2303.9,2017.87,2043.19,1942220032
2017-05-23,2320.42,2320.82,2178.5,2191.56,1378749952
2017-05-24,2443.64,2523.72,2321.37,2321.37,1725379968
2017-05-25,2304.98,2763.71,2285.3,2446.24,2406700032
2017-05-26,2202.42,2573.79,2071.99,2320.89,1763480064
2017-05-27,2038.87,2260.2,1855.83,2196.27,1700480000
2017-05-28,2155.8,2267.34,2054.08,2054.08,1147139968
2017-05-29,2255.61,2307.05,2107.17,2159.43,994625024
2017-05-30,2175.47,2301.96,2124.57,2255.36,1443970048
2017-05-31,2286.41,2311.08,2145.57,2187.19,1544829952
2017-06-01,2407.88,2448.39,2288.33,2288.33,1653180032
2017-06-02,2488.55,2488.55,2373.32,2404.03,1317030016
2017-06-03,2515.35,2581.91,2423.57,2493.72,1514950016
2017-06-04,2511.81,2585.89,2452.54,2547.79,1355120000
2017-06-05,2686.81,2686.81,2510.22,2512.4,1369309952
2017-06-06,2863.2,2999.91,2690.84,2690.84,2089609984
2017-06-07,2732.16,2869.38,2700.56,2869.38,1517709952
2017-06-08,2805.62,2815.3,2670.95,2720.49,1281170048
2017-06-09,2823.81,2901.71,2795.62,2807.44,1348950016
2017-06-10,2947.71,2950.99,2746.55,2828.14,2018889984
2017-06-11,2958.11,2996.6,2840.53,2942.41,1752400000
2017-06-12,2659.63,2997.26,2518.56,2953.22,2569530112
2017-06-13,2717.02,2789.04,2650.38,2680.91,1781200000
2017-06-14,2506.37,2786.83,2412.94,2716.88,1696560000
2017-06-15,2464.58,2534.71,2212.96,2499.58,2026259968
2017-06-16,2518.56,2539.92,2385.15,2469.57,1195190016
2017-06-17,2655.88,2685.19,2484.96,2514.01,1534509952
2017-06-18,2548.29,2662.1,2516.33,2655.35,1178659968
2017-06-19,2589.6,2662.85,2549.03,2549.03,1446840064
2017-06-20,2721.79,2763.45,2589.82,2591.26,1854189952
2017-06-21,2689.1,2772.01,2660.4,2709.43,1626579968
2017-06-22,2705.41,2723.74,2642.36,2691.03,1097939968
2017-06-23,2744.91,2765.17,2706.37,2707.34,961318976
2017-06-24,2608.72,2757.94,2583.19,2738.52,982750016
2017-06-25,2589.41,2682.26,2552.12,2607.25,1161100032
2017-06-26,2478.45,2615.25,2376.29,2590.57,1663280000
2017-06-27,2552.45,2552.45,2332.99,2478.45,1489789952
2017-06-28,2574.79,2603.98,2484.42,2553.03,1183869952
2017-06-29,2539.32,2588.83,2510.48,2567.56,949979008
2017-06-30,2480.84,2559.25,2478.43,2539.24,860273024
2017-07-01,2434.55,2515.27,2419.23,2492.6,779913984
2017-07-02,2506.47,2514.28,2394.84,2436.4,803747008
2017-07-03,2564.06,2595,2480.47,2498.56,964112000
2017-07-04,2601.64,2631.59,2559.35,2561,985516032
2017-07-05,2601.99,2622.65,2538.55,2602.87,941566016
2017-07-06,2608.56,2616.72,2581.69,2608.1,761956992
2017-07-07,2518.66,2916.14,2498.87,2608.59,917411968
2017-07-08,2571.34,2571.34,2492.31,2520.27,733329984
2017-07-09,2518.44,2635.49,2517.59,2572.61,527856000
2017-07-10,2372.56,2537.16,2321.13,2525.25,1111200000
2017-07-11,2337.79,2413.47,2296.81,2385.89,1329760000
2017-07-12,2398.84,2423.71,2275.14,2332.77,1117410048
2017-07-13,2357.9,2425.22,2340.83,2402.7,835769984
2017-07-14,2233.34,2363.25,2183.22,2360.59,882502976
2017-07-15,1998.86,2231.14,1990.41,2230.12,993608000
2017-07-16,1929.82,2058.77,1843.03,1991.98,1182870016
2017-07-17,2228.41,2230.49,1932.62,1932.62,1201760000
2017-07-18,2318.88,2387.61,2164.77,2233.52,1512450048
2017-07-19,2273.43,2397.17,2260.23,2323.08,1245100032
2017-07-20,2817.6,2900.7,2269.89,2269.89,2249260032
2017-07-21,2667.76,2838.41,2621.85,2838.41,1489449984
2017-07-22,2810.12,2862.42,2657.71,2668.63,1177129984
2017-07-23,2730.4,2832.18,2653.94,2808.1,1072840000
2017-07-24,2754.86,2777.26,2699.19,2732.7,866473984
2017-07-25,2576.48,2768.08,2480.96,2757.5,1460089984
2017-07-26,2529.45,2610.76,2450.8,2577.77,937404032
2017-07-27,2671.78,2693.32,2529.34,2538.71,789104000
2017-07-28,2809.01,2897.45,2679.73,2679.73,1380099968
2017-07-29,2726.45,2808.76,2692.8,2807.02,803745984
2017-07-30,2757.18,2758.53,2644.85,2724.39,705942976
2017-07-31,2875.34,2889.62,2720.61,2763.24,860574976
2017-08-01,2718.26,2921.35,2685.61,2871.3,1324669952
2017-08-02,2710.67,2762.53,2668.59,2727.13,1094950016
2017-08-03,2804.73,2813.31,2685.14,2709.56,804796992
2017-08-04,2895.89,2899.33,2743.72,2806.93,1002120000
2017-08-05,3252.91,3290.01,2874.83,2897.63,1945699968
2017-08-06,3213.94,3293.29,3155.6,3257.61,1105030016
2017-08-07,3378.94,3397.68,3180.89,3212.78,1482279936
2017-08-08,3419.94,3484.85,3345.83,3370.22,1752760064
2017-08-09,3342.47,3422.76,3247.67,3420.4,1468960000
2017-08-10,3381.28,3453.45,3319.47,3341.84,1515110016
2017-08-11,3650.62,3679.72,3372.12,3373.82,2021190016
2017-08-12,3884.71,3949.92,3613.7,3650.63,2219589888
2017-08-13,4073.26,4208.39,3857.8,3880.04,3159089920
2017-08-14,4325.13,4325.13,3989.16,4066.1,2463089920
2017-08-15,4181.93,4455.97,3906.18,4326.99,3258050048
2017-08-16,4376.63,4381.23,3994.42,4200.34,2272039936
2017-08-17,4331.69,4484.7,4243.71,4384.44,2553359872
2017-08-18,4160.62,4370.13,4015.4,4324.34,2941710080
2017-08-19,4193.7,4243.26,3970.55,4137.75,2975820032
2017-08-20,4087.66,4196.29,4069.88,4189.31,2109769984
2017-08-21,4001.74,4109.14,3988.6,4090.48,2800890112
2017-08-22,4100.52,4128.76,3674.58,3998.35,3764239872
2017-08-23,4151.52,4255.78,4078.41,4089.01,2369819904
2017-08-24,4334.68,4376.39,4130.26,4137.6,2037750016
2017-08-25,4371.6,4455.7,4307.35,4332.82,1727970048
2017-08-26,4352.4,4379.28,4269.52,4372.06,1511609984
2017-08-27,4382.88,4416.59,4317.29,4345.1,1537459968
2017-08-28,4382.66,4403.93,4224.64,4384.45,1959330048
2017-08-29,4579.02,4625.68,4352.13,4389.21,2486080000
2017-08-30,4565.3,4626.52,4471.41,4570.36,1937849984
2017-08-31,4703.39,4736.05,4549.4,4555.59,1944930048
2017-09-01,4892.01,4892.01,4678.53,4701.76,2599079936
2017-09-02,4578.77,4975.04,4469.24,4901.42,2722139904
2017-09-03,4582.96,4714.08,4417.59,4585.27,1933190016
2017-09-04,4236.31,4591.63,4108.4,4591.63,2987330048
2017-09-05,4376.53,4427.84,3998.11,4228.29,2697969920
2017-09-06,4597.12,4617.25,4376.59,4376.59,2172100096
2017-09-07,4599.88,4655.04,4491.33,4589.14,1844620032
2017-09-08,4228.75,4661,4075.18,4605.16,2700890112
2017-09-09,4226.06,4308.82,4114.11,4229.81,1386230016
2017-09-10,4122.94,4245.44,3951.04,4229.34,1679090048
2017-09-11,4161.27,4261.67,4099.4,4122.47,1557330048
2017-09-12,4130.81,4344.65,4085.22,4168.88,1864530048
2017-09-13,3882.59,4131.98,3789.92,4131.98,2219409920
2017-09-14,3154.95,3920.6,3153.86,3875.37,2716310016
2017-09-15,3637.52,3733.45,2946.62,3166.3,4148069888
2017-09-16,3625.04,3808.84,3487.79,3637.75,1818400000
2017-09-17,3582.88,3664.81,3445.64,3606.28,1239149952
2017-09-18,4065.2,4079.23,3591.09,3591.09,1943209984
2017-09-19,3924.97,4094.07,3868.87,4073.79,1563980032
2017-09-20,3905.95,4031.39,3857.73,3916.36,1213830016
2017-09-21,3631.04,3916.42,3613.63,3901.47,1411480064
2017-09-22,3630.7,3758.27,3553.53,3628.02,1194829952
2017-09-23,3792.4,3819.21,3594.58,3629.92,928113984
2017-09-24,3682.84,3796.15,3666.9,3796.15,768014976
2017-09-25,3926.07,3950.25,3681.58,3681.58,1374210048
2017-09-26,3892.35,3969.89,3869.9,3928.41,1043740032
2017-09-27,4200.67,4210.05,3884.82,3892.94,1686880000
2017-09-28,4174.73,4279.31,4109.7,4197.13,1712320000
2017-09-29,4163.07,4214.63,4039.29,4171.62,1367049984
2017-09-30,4338.71,4358.43,4160.86,4166.11,1207449984
2017-10-01,4403.74,4403.74,4269.81,4341.05,1208210048
2017-10-02,4409.32,4470.23,4377.46,4395.81,1431730048
2017-10-03,4317.48,4432.47,4258.89,4408.46,1288019968
2017-10-04,4229.36,4352.31,4210.42,4319.37,1116770048
2017-10-05,4328.41,4362.64,4164.05,4229.88,1161769984
2017-10-06,4370.81,4413.27,4320.53,4324.46,1069939968
2017-10-07,4426.89,4443.88,4321.05,4369.35,906928000
2017-10-08,4610.48,4624.14,4405.64,4429.67,1313869952
2017-10-09,4772.02,4878.71,4564.25,4614.52,1968739968
2017-10-10,4781.99,4922.17,4765.1,4776.21,1597139968
2017-10-11,4826.48,4873.73,4751.63,4789.25,1222279936
2017-10-12,5446.91,5446.91,4822,4829.58,2791610112
2017-10-13,5647.21,5840.3,5436.85,5464.16,3615480064
2017-10-14,5831.79,5837.7,5591.64,5643.53,1669030016
2017-10-15,5678.19,5852.48,5478.61,5835.96,1976039936
2017-10-16,5725.59,5776.23,5544.21,5687.57,2008070016
2017-10-17,5605.51,5800.35,5472.72,5741.58,1821570048
2017-10-18,5590.69,5603.82,5151.44,5603.82,2399269888
2017-10-19,5708.52,5744.35,5531.06,5583.74,1780540032
2017-10-20,6011.45,6060.11,5627.23,5708.11,2354429952
2017-10-21,6031.6,6194.88,5965.07,5996.79,2207099904
2017-10-22,6008.42,6076.26,5792.34,6036.66,2034630016
2017-10-23,5930.32,6075.59,5732.47,6006,2401840128
2017-10-24,5526.64,5935.52,5504.18,5935.52,2735699968
2017-10-25,5750.8,5754.33,5397.88,5524.6,1966989952
2017-10-26,5904.83,5976.8,5721.22,5747.95,1905040000
2017-10-27,5780.9,5988.39,5728.82,5899.74,1710130048
2017-10-28,5753.09,5876.72,5689.19,5787.82,1403920000
2017-10-29,6153.85,6255.71,5724.58,5754.44,2859040000
2017-10-30,6130.53,6214.99,6040.85,6114.85,1772150016
2017-10-31,6468.4,6470.43,6103.33,6132.02,2311379968
2017-11-01,6767.31,6767.31,6377.88,6440.97,2870320128
2017-11-02,7078.5,7367.33,6758.72,6777.77,4653770240
2017-11-03,7207.76,7461.29,7002.94,7087.53,3369860096
2017-11-04,7379.95,7492.86,7031.28,7164.48,2483800064
2017-11-05,7407.41,7617.48,7333.19,7404.52,2380410112
2017-11-06,7022.76,7445.77,7007.31,7403.22,3111899904
2017-11-07,7144.38,7253.32,7023.1,7023.1,2326340096
2017-11-08,7459.69,7776.42,7114.02,7141.38,4602200064
2017-11-09,7143.58,7446.83,7101.52,7446.83,3226249984
2017-11-10,6618.14,7312,6436.87,7173.73,5208249856
2017-11-11,6357.6,6873.15,6204.22,6618.61,4908680192
2017-11-12,5950.07,6625.05,5519.01,6295.45,8957349888
2017-11-13,6559.49,6811.19,5844.29,5938.25,6263249920
2017-11-14,6635.75,6764.98,6461.75,6561.48,3197110016
2017-11-15,7315.54,7342.25,6634.76,6634.76,4200880128
2017-11-16,7871.69,7967.38,7176.58,7323.24,5123809792
2017-11-17,7708.99,8004.59,7561.09,7853.57,4651670016
2017-11-18,7790.15,7884.99,7463.44,7697.21,3667190016
2017-11-19,8036.49,8101.91,7694.1,7766.03,3149319936
2017-11-20,8200.64,8336.86,7949.36,8039.07,3488450048
2017-11-21,8071.26,8348.66,7762.71,8205.74,4277609984
2017-11-22,8253.55,8302.26,8075.47,8077.95,3633530112
2017-11-23,8038.77,8267.4,8038.77,8232.38,4225179904
2017-11-24,8253.69,8374.16,7940.93,8074.02,5058610176
2017-11-25,8790.92,8790.92,8191.15,8241.71,4342060032
2017-11-26,9330.55,9522.93,8775.59,8789.04,5475579904
2017-11-27,9818.35,9818.35,9352.72,9352.72,5653320192
2017-11-28,10058.8,10125.7,9736.3,9823.43,6348819968
2017-11-29,9888.61,11517.4,9601.03,10077.4,11568799744
2017-11-30,10233.6,10801,9202.05,9906.79,8310689792
2017-12-01,10975.6,11046.7,9694.65,10198.6,6783119872
2017-12-02,11074.6,11320.2,10905.1,10978.3,5138500096
2017-12-03,11323.2,11858.7,10862,11082.7,6608309760
2017-12-04,11657.2,11657.2,11081.8,11315.4,6132409856
2017-12-05,11916.7,12032,11604.6,11685.7,6895260160
2017-12-06,14291.5,14369.1,11923.4,11923.4,12656300032
2017-12-07,17899.699,17899.699,14057.3,14266.1,17950699520
2017-12-08,16569.4,18353.4,14336.9,17802.9,21135998976
2017-12-09,15178.2,16783,13674.9,16523.301,13911300096
2017-12-10,15455.4,15850.6,13226.6,15168.4,13433299968
2017-12-11,16936.801,17513.9,15404.8,15427.4,12153900032
2017-12-12,17415.4,17781.801,16571.6,16919.801,14603799552
2017-12-13,16408.199,17653.1,16039.7,17500,12976900096
2017-12-14,16564,17085.801,16185.9,16384.6,13777399808
2017-12-15,17706.9,18154.1,16601.301,16601.301,14309999616
2017-12-16,19497.4,19716.699,17515.301,17760.301,12740599808
2017-12-17,19140.801,20089,18974.1,19475.801,13314599936
2017-12-18,19114.199,19371,18355.9,19106.4,14839499776
2017-12-19,17776.699,19177.801,17275.4,19118.301,16894499840
2017-12-20,16624.6,17934.699,16077.7,17760.301,22149699584
2017-12-21,15802.9,17567.699,15342.7,16642.4,16516599808
2017-12-22,13831.8,15943.4,11833,15898,22197999616
2017-12-23,14699.2,15603.2,13828.8,13948.7,13086000128
2017-12-24,13925.8,14626,12747.7,14608.2,11572299776
2017-12-25,14026.6,14593,13448.9,13995.9,10664699904
2017-12-26,16099.8,16461.199,14028.9,14036.6,13454300160
2017-12-27,15838.5,16930.9,15114.3,16163.5,12487600128
2017-12-28,14606.5,15888.4,13937.3,15864.1,12336499712
2017-12-29,14656.2,15279,14307,14695.8,13025500160
2017-12-30,12952.2,14681.9,12350.1,14681.9,14452599808
2017-12-31,14156.4,14377.4,12755.6,12897.7,12136299520
2018-01-01,13657.2,14112.2,13154.7,14112.2,10291200000
2018-01-02,14982.1,15444.6,13163.6,13625,16846600192
2018-01-03,15201,15572.8,14844.5,14978.2,16871900160
2018-01-04,15599.2,15739.7,14522.2,15270.7,21783199744
2018-01-05,17429.5,17705.199,15202.8,15477.2,23840899072
2018-01-06,17527,17712.4,16764.6,17462.1,18314600448
2018-01-07,16477.6,17579.6,16087.7,17527.301,15866000384
2018-01-08,15170.1,16537.9,14208.2,16476.199,18413899776
2018-01-09,14595.4,15497.5,14424,15123.7,16659999744
2018-01-10,14973.3,14973.3,13691.2,14588.5,18500800512
2018-01-11,13405.8,15018.8,13105.9,14968.2,16534099968
2018-01-12,13980.6,14229.9,13158.1,13453.9,12065699840
2018-01-13,14360.2,14659.5,13952.4,13952.4,12763599872
2018-01-14,13772,14511.8,13268,14370.8,11084099584
2018-01-15,13819.8,14445.5,13641.7,13767.3,12750799872
2018-01-16,11490.5,13843.1,10194.9,13836.1,18853799936
2018-01-17,11188.6,11678,9402.29,11431.1,18830600192
2018-01-18,11474.9,12107.3,10942.5,11198.8,15020399616
2018-01-19,11607.4,11992.8,11172.1,11429.8,10740400128
2018-01-20,12899.2,13103,11656.2,11656.2,11801700352
2018-01-21,11600.1,12895.9,11288.2,12889.2,9935179776
2018-01-22,10931.4,11966.4,10240.2,11633.1,10537400320
2018-01-23,10868.4,11377.6,10129.7,10944.5,9660609536
2018-01-24,11359.4,11501.4,10639.8,10903.4,9940989952
2018-01-25,11259.4,11785.7,11057.4,11421.7,8873169920
2018-01-26,11171.4,11656.7,10470.3,11256,9746199552
2018-01-27,11440.7,11614.9,10989.2,11174.9,7583269888
2018-01-28,11786.3,12040.3,11475.3,11475.3,8350360064
2018-01-29,11296.4,11875.6,11179.2,11755.5,7107359744
2018-01-30,10106.3,11307.2,10036.2,11306.8,8637859840
2018-01-31,10221.1,10381.6,9777.42,10108.2,8041160192
2018-02-01,9170.54,10288.8,8812.28,10237.3,9959400448
2018-02-02,8830.75,9142.28,7796.49,9142.28,12726899712
2018-02-03,9174.91,9430.75,8251.63,8852.12,7263790080
2018-02-04,8277.01,9334.87,8031.22,9175.7,7073549824
2018-02-05,6955.27,8364.84,6756.68,8270.54,9285289984
2018-02-06,7754,7850.7,6048.26,7051.75,13999800320
2018-02-07,7621.3,8509.11,7236.79,7755.49,9169280000
2018-02-08,8265.59,8558.77,7637.86,7637.86,9346750464
2018-02-09,8736.98,8736.98,7884.71,8271.84,6784820224
2018-02-10,8621.9,9122.55,8295.47,8720.08,7780960256
2018-02-11,8129.97,8616.13,7931.1,8616.13,6122189824
2018-02-12,8926.57,8985.92,8141.43,8141.43,6256439808
2018-02-13,8598.31,8958.47,8455.41,8926.72,5696719872
2018-02-14,9494.63,9518.54,8599.92,8599.92,7909819904
2018-02-15,10166.4,10234.8,9395.58,9488.32,9062540288
2018-02-16,10233.9,10324.1,9824.82,10135.7,7296159744
2018-02-17,11112.7,11139.5,10149.4,10207.5,8660880384
2018-02-18,10551.8,11349.8,10326,11123.4,8744009728
2018-02-19,11225.3,11273.8,10513.2,10552.6,7652089856
2018-02-20,11403.7,11958.5,11231.8,11231.8,9926540288
2018-02-21,10690.4,11418.5,10479.1,11372.2,9405339648
2018-02-22,10005,11039.1,9939.09,10660.4,8040079872
2018-02-23,10301.1,10487.3,9734.56,9937.07,7739500032
2018-02-24,9813.07,10597.2,9546.97,10287.7,6917929984
2018-02-25,9664.73,9923.22,9407.06,9796.42,5706939904
2018-02-26,10366.7,10475,9501.73,9669.43,7287690240
2018-02-27,10725.6,10878.5,10246.1,10393.9,6966179840
2018-02-28,10397.9,11089.8,10393.1,10687.2,6936189952
2018-03-01,10951,11052.3,10352.7,10385,7317279744
2018-03-02,11086.4,11189,10850.1,10977.4,7620590080
2018-03-03,11489.7,11528.2,11002.4,11101.9,6690570240
2018-03-04,11512.6,11512.6,11136.1,11497.4,6084149760
2018-03-05,11573.3,11704.1,11443.9,11532.4,6468539904
2018-03-06,10779.9,11500.1,10694.3,11500.1,6832169984
2018-03-07,9965.57,10929.5,9692.12,10803.9,8797910016
2018-03-08,9395.01,10147.4,9335.87,9951.44,7186089984
2018-03-09,9337.55,9466.35,8513.03,9414.69,8704190464
2018-03-10,8866,9531.32,8828.47,9350.59,5386319872
2018-03-11,9578.63,9711.89,8607.12,8852.78,6296370176
2018-03-12,9205.12,9937.5,8956.43,9602.93,6457399808
2018-03-13,9194.85,9470.38,8958.19,9173.04,5991139840
2018-03-14,8269.81,9355.85,8068.59,9214.65,6438230016
2018-03-15,8300.86,8428.35,7783.05,8290.76,6834429952
2018-03-16,8338.35,8585.15,8005.31,8322.91,5289379840
2018-03-17,7916.88,8346.53,7812.82,8321.91,4426149888
2018-03-18,8223.68,8245.51,7397.99,7890.52,6639190016
2018-03-19,8630.65,8675.87,8182.4,8344.12,6729110016
2018-03-20,8913.47,9051.02,8389.89,8619.67,6361789952
2018-03-21,8929.28,9177.37,8846.33,8937.48,6043129856
2018-03-22,8728.47,9100.71,8564.9,8939.44,5530390016
2018-03-23,8879.62,8879.62,8360.62,8736.25,5954120192
2018-03-24,8668.12,8996.18,8665.7,8901.95,5664600064
2018-03-25,8495.78,8682.01,8449.1,8612.81,4569880064
2018-03-26,8209.4,8530.08,7921.43,8498.47,5921039872
2018-03-27,7833.04,8232.78,7797.28,8200,5378250240
2018-03-28,7954.48,8122.89,7809.17,7836.83,4935289856
2018-03-29,7165.7,7994.33,7081.38,7979.07,6361229824
2018-03-30,6890.52,7276.66,6683.93,7171.45,6289509888
2018-03-31,6973.53,7207.85,6863.52,6892.48,4553269760
2018-04-01,6844.23,7060.95,6526.87,7003.06,4532100096
2018-04-02,7083.8,7135.47,6816.58,6844.86,4333440000
2018-04-03,7456.11,7530.94,7072.49,7102.26,5499700224
2018-04-04,6853.84,7469.88,6803.88,7456.41,4936000000
2018-04-05,6811.47,6933.82,6644.8,6848.65,5639320064
2018-04-06,6636.32,6857.49,6575,6815.96,3766810112
2018-04-07,6911.09,7050.54,6630.51,6630.51,3976610048
2018-04-08,7023.52,7111.56,6919.98,6919.98,3652499968
2018-04-09,6770.73,7178.11,6661.99,7044.32,4894060032
2018-04-10,6834.76,6872.41,6704.15,6795.44,4272750080
2018-04-11,6968.32,6968.32,6817.59,6843.47,4641889792
2018-04-12,7889.25,7899.23,6806.51,6955.38,8906250240
2018-04-13,7895.96,8183.96,7758.93,7901.09,7764460032
2018-04-14,7986.24,8140.71,7846,7874.67,5191430144
2018-04-15,8329.11,8338.42,7999.33,7999.33,5244480000
